post_id,created_at,text_raw,product,final_sentiment
192777605321744,2026-09-13 00:22:22+00:00,"Minimal kalo kasih kenaikan harga yg naik segitu gedenya harus di imbangi sama service ke customer tuh yg bagus.
Jgn maunya duit, yg diotak isinya cuma duit doang @user @user dongo
2s aja 200k lu kasih jarak hasilnya jele pula
Mng 60k lu ga kasih handshake skrng",BOTH,negative
268651688837272,2026-09-13 00:21:46+00:00,"kalo tiket mng, 2s aja naik, apa kabar tiket anniv ☺️",BOTH,neutral
246532943927207,2026-09-13 00:10:29+00:00,"Udh harga 2s mng naik, event banyak, umr imut masih dibuat sedih karna streaming idn yg ke taik. WNI lg",BOTH,negative
169447611895307,2026-09-12 23:33:05+00:00,"bangun tidur ngeliat pengumuman mng 2s yg harganya naik, awas aja kualitasnya ga sebanding ya☺🫵🏻",BOTH,negative
163001547723664,2026-09-12 23:01:29+00:00,"@user kau kenapa sih, Tiba-tiba harga 2s mng naik??? 
Apakah kau mau hilangin fans secara perlahan??? Kasian lho yg belum pernah 2s mng sama oshinya",BOTH,negative
99767776894648,2026-09-12 22:56:37+00:00,"Apa ini coyyy:) 
Giliran mau comeback ngevent aja 2s sama mng harganya pada naik semua ngehek lahh",BOTH,negative
43772847842216,2026-09-12 22:53:07+00:00,"mng 2s udah kaya pertamax, naik harga, pada protes, tetep dibeli",BOTH,negative
141783696667722,2026-09-12 22:33:47+00:00,Bangun bangun liat harga mng ama 2s naik ye,BOTH,neutral
276919884909811,2026-09-12 18:51:06+00:00,@user @user Wkwk instant pula mundurnya (harga 2s + MnG naik) 😂,BOTH,negative
93384341138769,2026-09-12 17:10:54+00:00,"Sebuah lelucon menjelang akhir thn, si tiba² naik anjer harganya 😆 tp gpp, naikin terus aja JOT sampe harga 2S nyentuh 500K, MNG nyentuh 300K, kalo ngga lama kelamaan buyar tuh grub, eh tp ini fans JEKETI sihh, brppun harganya ya ttp dimakan jg sama mereka, wkwkw lanjutin JOT 👍🏼",BOTH,negative
4584401185437,2026-09-12 17:10:41+00:00,"ini ofc gak bisa beli 1 bulan aja gitu? 

sayang banget 300k cuma buat 1 event habis itu gak kepake lagi, ditambah harga 2s, mng ikutan naik juga 🙂",BOTH,negative
20015030536643,2026-09-12 17:04:54+00:00,buat apa harga 2s naik jadi 200 klo cmn bisa sekali take dan gabisa retake?? dan buat apa mng naik jd 60 tapi per 10 detik??,BOTH,negative
196925493543177,2026-09-12 16:48:33+00:00,"@user Nonton jaydino misuh"" Karena mng 2s naik",BOTH,negative
278248015615306,2026-09-12 16:40:21+00:00,"harga mng 2s naik, untung udah pensi 😃",BOTH,negative
162081213635672,2026-09-12 16:11:55+00:00,pantes disuruh senyum ternyata harga 2s & MnG naik wkwkwk,BOTH,negative
258720551342105,2026-09-12 16:10:30+00:00,"@user Itu dia 😅
Seneng trisha jadi center single jd agak  ketutup gini sama harga 2s mng naik😅🙃",BOTH,neutral
246431131834696,2026-09-12 16:05:22+00:00,"In this economy harga mng 2s naik. GILIRAN GUA MAU IKUTAN MALAH NAIK, JELEK LUH @user",BOTH,negative
276046608046448,2026-09-12 15:59:44+00:00,"@user @user @user yg paling masuk akal sih itu, kecuali nnt hari h kualitas 2s sama mng naik yaa gatau, tp untuk sekarang ya itu sih, masa iya JOt yg baik ini asal naikin harga? 👀",BOTH,neutral
243312236452866,2026-09-12 15:53:33+00:00,"Kaget jugaa kirain bakal melakukan kegiatan kemanusiaan, narik soal bencana, politik, ekonomi. Gong nya harga 2S dan MnG malah naik😅😅",BOTH,negative
109164139284018,2026-09-12 15:52:41+00:00,"yanh diharepin ada trainee yanh naik
yanh dikasich harga 2s/mng yanh naik

ini tusut dipoto pake mirrorless sony kah harga na sampe segituk?",BOTH,negative
157727310368120,2026-09-12 15:51:56+00:00,"BUJUK BUSETT, gw tinggal ga mng 2s setahun udah naik aja itu harga pc sama 2s nya. udah paling bener gausah ofc dahhhhh, boncos boncoss deh lu pada kalo ntar vc juga naik [link]",BOTH,negative
25289700955174,2026-09-12 15:45:25+00:00,"@user Emang babi, yang satu niatnya top up 200k terus beli vc jadi tinggal top up 100k lagi buat 2s, yang satu bonus point udah diniatin buat mng, eh malah naik semua😔 [link]",BOTH,negative
205975451242344,2026-09-12 15:38:59+00:00,"Harga MnG dan 2s sudah naik, apakah sebentar lagi harga VC bakal naik juga? Woilah cikkkkk",BOTH,negative
173481532552448,2026-09-12 15:38:49+00:00,"buset dah keliatan bgt galang dana nya, 2s naik 20 rebu MnG naik 10 rebu",BOTH,negative
231029056222145,2026-09-12 15:38:42+00:00,"naik naik MnG naik, tinggi tinggi sekali
naik naik, 2s pun naik, tinggi tinggi sekali
sattt emang",BOTH,negative
24433802940230,2026-09-12 15:38:04+00:00,"@user 2s jadi 200k naik 11,11%
mng jadi 60k naik 20%

in this economy jahat banget lu jot",BOTH,negative
190121595510400,2026-09-12 15:30:11+00:00,"Abis MnG 2s naik (cek ombak dan tetep laris), abistu teater dan vc naik. Lesgooo pensiiii",BOTH,negative
10193031506398,2026-09-12 15:29:47+00:00,@user 2S NAIK 20rb. MNG NAIK 10RB. </3,BOTH,negative
169517345981718,2026-09-12 15:29:07+00:00,in this economy harga 2s mng naik...,BOTH,negative
144041717232448,2026-09-12 15:28:01+00:00,wow harga mng dan 2s naik,BOTH,neutral
201053349369754,2026-09-12 15:24:55+00:00,"kl kata gw sih kasih tau alasan kenaikan harga 2s sm mng biar jelas, ngeselin tau kalo naik tiba tiba tanpa penjelasan

@user @user",BOTH,negative
131589922362386,2026-09-12 15:17:04+00:00,"Harga tiket 2s naik 20k = 200k
Harga tiket MnG naik 10k = 60k

Bajingan lu JOT!!! 😡🤬",BOTH,negative
115069757768920,2026-09-12 15:17:00+00:00,"2s MnG Naik
November-Desember Tour
Desember Anniv
Semangattt",BOTH,neutral
152570530681497,2026-09-12 15:16:43+00:00,meskipun udah immo tetap down harga MnG 2S naik 😭😭😭😭,BOTH,negative
17624616574164,2026-09-12 15:10:27+00:00,"FANS: apaan harga mng naik 10ribu, 2s juga naik 20ribu, tapi kualitas gitu gitu aja.

JOT: ayo senyumlah.😊",BOTH,negative
50131061023703,2026-09-12 15:03:00+00:00,"2s naik
mng naik
wow in this economy semuanya naik bgt nih🤔",BOTH,negative
155229070391614,2026-09-12 15:02:58+00:00,Harga 2s dan MnG naik. Waktunya pensi. Semakin dekat menuju kesembuhan 😁,BOTH,negative
239274219102141,2026-09-12 15:02:27+00:00,"Omakkkk

MnG 50k > 60k
2s 180k > 200k

(dah kek bensin naik mulu per bulannya)",BOTH,negative
137664539094547,2026-09-12 15:01:36+00:00,"MNG 2S naik, makan nasi sama garem aja udeh",BOTH,negative
57241365368195,2026-09-12 15:00:33+00:00,@user anniv 15 harganya pasti ga semurah anniv 12 wkwkw 2s mng aja naik harganya😃,BOTH,negative
44273002029341,2026-09-12 15:00:22+00:00,disuruh senyum disaat harga 2s dan mng naik? maksud lau mpruy?,BOTH,negative
119385122999107,2026-09-12 14:59:45+00:00,"2s naek 20k trs MnG naik 10k, curiga buldep VC jg naik 🗿",BOTH,negative
201127153305847,2026-09-12 14:58:25+00:00,Naiknya harga MnG sama 2s ini tandanya harus bersiap harga theater naik 🙂,BOTH,negative
216853985493032,2026-09-12 14:56:06+00:00,"NAIK JINGGGG apalah

200k 2s, 60k MnG 😔",BOTH,negative
123389003464652,2026-09-12 14:56:06+00:00,"Seriusan harga 2s mng naik? ? ? 
Pantesan disuruh senyum . . . . 😅",BOTH,negative
260651154977539,2026-09-12 14:55:42+00:00,"mng naik ceban,2s naik 20 bertemu osha oshi kena inflasi,syit syit syit",BOTH,negative
243298683771254,2026-09-12 14:55:20+00:00,"gila banget, gw bisa gila si harga MnG naik 10rb IN THIS ECONOMY, harga 2s naik 20rb IN THIS ECONOMY",BOTH,negative
62713203210354,2026-09-12 14:55:06+00:00,"Nama eventnya ""Ayo Senyumlah"" di saat harga MnG-nya naik jadi 60rb dan 2s-nya jadi 200rb, kok SENYUM tuh 😂",BOTH,negative
222925571240730,2026-09-12 14:54:58+00:00,"In this economy, rupiah melemah tapi tiket MnG sama 2S member jeketi naik, dah lah😭",BOTH,negative
169077674694565,2026-09-12 14:54:32+00:00,"Kikir mau naik haji lu wahai jot?
2s naik 200
Mng naik 60",BOTH,negative
31815232047199,2026-09-12 14:54:21+00:00,"NAIK HARGA NYA 😭😭😭

In this economy... mng jadi 60k, 2s jadi 200k...",BOTH,negative
74968857446764,2026-09-12 14:54:12+00:00,"harga 2s& MnG naik, mau naik hj kah 😇",BOTH,negative
215429618461123,2026-09-12 14:53:15+00:00,Keren harga 2s dan MnG naik,BOTH,neutral
206382677914996,2026-09-12 14:49:43+00:00,WAH HARGA 2S & MNG NAIK,BOTH,neutral
82564571534333,2026-09-13 07:55:00+00:00,"day 1 jadi orng bingung, dateng mng atau anniv? atauu.. dua²nya?? Tapi in this economy malah tiket 2shot sama mng naik😔",BOTH,negative
34062204635474,2026-09-13 03:45:27+00:00,"@user Iya MnG naik 10rb, 2shot 20rb",BOTH,neutral
138378985949238,2026-09-13 02:40:21+00:00,"@user iya mng naik 10k, 2shot naik 20k",BOTH,neutral
196015320615597,2026-09-13 01:30:16+00:00,Pagi yang sangat apa guys di kala MnG Dan 2shot harganya naik? #JKT48TeamOn #JKT48theater14Anniversary,BOTH,neutral
238686977519458,2026-09-12 15:30:13+00:00,2shot & MnG udah naik tinggal tunggu waktu aja theater sama roullete naik juga [link],BOTH,negative
269852505096524,2026-09-12 15:21:01+00:00,Tabrakan semua jadwalnyaa bjirlaahh marah harga 2shot mng naik maraahhh,BOTH,negative
259342439824142,2026-09-12 15:13:13+00:00,Gue ngatur ulang strategi pengeluaran 2shot & mng karena harganya naik be like: [link],BOTH,negative
128826639619285,2026-09-12 14:55:53+00:00,"2shot sm mng naik harga, hebat @user @user [link]",BOTH,negative
